Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
SF3A1	1.97e-6	58486.6667	2	0.072987	0.019	0.251	0.06846	0.002812	0.281171
SF3A2	7.65e-7	64784	1	0.073801	0.012	0.342	0.056062	0.000889	0.281171
SF3A3	2.2e-6	14240	1	0.052384	0.008	0.243	0.040328	0.000889	0.281171
SF3B1	3.79e-6	66293.4444	0	0.488701	0.078	1.	0.441151	0.088914	1.
SF3B14	4.53e-7	66447.3333	0	0.181416	0.012	1.	0.136271	0.000889	1.
SF3B2	2.74e-6	57673	15	0.01125	0.007	0.019	0.008423	0.000889	0.028117
SF3B3	3.57e-6	66699.6	5	0.053222	0.022	0.124	0.053336	0.008891	0.281171
SF3B4	1.08e-6	59047.2703	0	0.253501	0.023	1.	0.215932	0.008891	1.
SF3B5	2.11e-7	66646.4	0	0.134083	0.007	0.936	0.083395	0.000889	1.
SFMBT1	2.29e-6	66724.6667	1	0.173297	0.033	0.745	0.155002	0.028117	0.88914
SFMBT2	2.76e-6	63901	13	0.014509	0.009	0.025	0.011188	0.000889	0.028117
SFN	4.89e-7	66470	1	0.053824	0.008	0.25	0.036544	0.000889	0.281171
SFPQ	2.2e-6	66712	0	0.376219	0.049	1.	0.337322	0.028117	1.
SFR1	5.19e-7	65801.6667	2	0.025255	0.006	0.085	0.016897	0.000889	0.088914
SFRP1	4.55e-7	64910	0	0.179956	0.012	1.	0.134659	0.000889	1.
SFRP2	5.37e-7	50462	1	0.047123	0.007	0.217	0.030191	0.000889	0.281171
SFRP4	7.45e-7	66339.75	4	0.015517	0.006	0.039	0.010302	0.000889	0.088914
SFRP5	4.89e-7	61547.4286	37	0.000968	0.00065	0.00124	0.003925	0.000889	0.008891
SFSWAP	2.16e-6	66203	1	0.164897	0.031	0.714	0.148736	0.028117	0.88914
SFT2D1	6.03e-7	60617	1	0.058716	0.009	0.273	0.039896	0.000889	0.281171
SFT2D2	5.72e-7	66713.6	5	0.009618	0.004	0.022	0.008085	0.000889	0.028117
SFTA2	1.38e-7	62234.6154	0	0.113496	0.005	0.814	0.067154	0.000889	1.
SFTA3	2.55e-7	66140	1	0.033805	0.005	0.152	0.025779	0.000889	0.281171
SFTPA1	6.18e-7	55275.2	11	0.003751	0.00194	0.00629	0.004937	0.000889	0.028117
SFTPA2	5.55e-7	66737	9	0.004971	0.00242	0.0089	0.005757	0.000889	0.028117
SFTPB	1.12e-6	60008	3	0.028429	0.009	0.081	0.019639	0.000889	0.088914
SFTPC	5.05e-7	66199.5	4	0.010999	0.004	0.027	0.008736	0.000889	0.028117
SFTPD	7.51e-7	66665.3333	2	0.03501	0.009	0.12	0.026013	0.000889	0.281171
SFXN1	1.02e-6	59448.6667	3	0.025893	0.008	0.074	0.017443	0.000889	0.088914
SFXN4	1.45e-6	66176.2	9	0.011886	0.006	0.023	0.008842	0.000889	0.028117
SFXN5	1.17e-6	59616	16	0.004837	0.00286	0.0076	0.004851	0.000889	0.028117
SGCA	7.8e-7	66330.6667	1	0.076244	0.012	0.353	0.057257	0.000889	0.281171
SGCB	6.23e-7	65794	5	0.010242	0.004	0.023	0.008034	0.000889	0.028117
SGCD	9.35e-7	51547.4286	3	0.021071	0.007	0.059	0.013869	0.000889	0.088914
SGCE	1.51e-6	65054.6667	17	0.006269	0.004	0.01	0.005226	0.000889	0.028117
SGCG	6.81e-7	56353.2	5	0.009665	0.004	0.022	0.007978	0.000889	0.028117
SGCZ	1.11e-6	58894	7	0.010841	0.005	0.022	0.008067	0.000889	0.028117
SGIP1	2.3e-6	66132	0	0.382766	0.05	1.	0.343754	0.028117	1.
SGK1	1.44e-6	66704	2	0.062105	0.016	0.214	0.052006	0.002812	0.281171
SGK2	1.05e-6	61238.8333	5	0.015382	0.007	0.035	0.010101	0.000889	0.028117
SGK3	1.47e-6	66159.3333	6	0.018554	0.009	0.04	0.012625	0.000889	0.088914
SGMS1	1.2e-6	66394	0	0.281192	0.028	1.	0.242021	0.008891	1.
SGMS2	1.11e-6	66529	3	0.030982	0.01	0.088	0.02206	0.000889	0.088914
SGOL1	1.4e-6	59845.3846	7	0.01366	0.007	0.028	0.009539	0.000889	0.028117
SGOL2	1.83e-6	65863.2727	9	0.014766	0.008	0.028	0.010214	0.000889	0.028117
SGPL1	1.46e-6	66630.3333	3	0.039933	0.013	0.115	0.034001	0.002812	0.281171
SGPP1	8.55e-7	64997	2	0.038336	0.01	0.131	0.029	0.000889	0.281171
SGPP2	5.97e-7	66729.3333	3	0.017813	0.006	0.05	0.012418	0.000889	0.088914
SGSH	1.04e-6	58308	5	0.014576	0.006	0.033	0.009786	0.000889	0.028117
SGSM1	3.e-6	59770.6667	3	0.070551	0.023	0.203	0.06776	0.008891	0.281171
SGSM2	2.56e-6	64078.8235	11	0.016093	0.009	0.029	0.011875	0.000889	0.028117
SGSM3	2.12e-6	61904.9333	8	0.018144	0.009	0.036	0.012349	0.000889	0.028117
SGTA	1.11e-6	35168	1	0.061668	0.009	0.286	0.045215	0.000889	0.281171
SGTB	8.99e-7	66567.1111	0	0.246183	0.022	1.	0.202779	0.002812	1.
SH2B1	1.44e-6	65877	1	0.12092	0.021	0.543	0.10112	0.002812	0.88914
SH2B3	1.15e-6	63303	3	0.030579	0.01	0.087	0.0233	0.000889	0.088914
SH2D1A	3.55e-7	47925.5	1	0.034004	0.005	0.153	0.025395	0.000889	0.281171
SH2D1B	5.01e-7	66676.6667	2	0.024792	0.006	0.083	0.017054	0.000889	0.088914
SH2D2A	9.8e-7	63325.4286	3	0.026442	0.009	0.075	0.018605	0.000889	0.088914
SH2D3A	1.42e-6	54606.7273	32	0.002628	0.0018	0.0036	0.003951	0.000889	0.028117
SH2D3C	1.65e-6	58824	6	0.018519	0.009	0.04	0.012852	0.000889	0.088914
SH2D4B	1.37e-6	58796.8333	16	0.005533	0.004	0.009	0.005015	0.000889	0.028117
SH2D5	1.02e-6	47245.3333	3	0.021068	0.007	0.059	0.01414	0.000889	0.088914
SH2D6	3.92e-7	57572	3	0.01104	0.004	0.03	0.009405	0.000889	0.088914
SH2D7	9.59e-7	63922.3333	5	0.014722	0.006	0.034	0.010395	0.000889	0.088914
SH3BGR	4.76e-7	66675.6667	2	0.023756	0.006	0.08	0.017054	0.000889	0.088914
SH3BGRL	3.43e-7	44649	0	0.138363	0.007	0.959	0.087146	0.000889	1.
SH3BGRL2	3.45e-7	59804.2857	4	0.007371	0.003	0.018	0.007274	0.000889	0.028117
SH3BGRL3	3.73e-7	55755.4737	0	0.15572	0.009	1.	0.109324	0.000889	1.
SH3BP1	1.51e-6	36885	3	0.023981	0.008	0.068	0.016798	0.000889	0.088914
SH3BP2	1.48e-6	65080	5	0.022416	0.01	0.052	0.015614	0.000889	0.088914
SH3BP4	1.41e-6	58136	2	0.053964	0.014	0.186	0.044672	0.002812	0.281171
SH3BP5	1.1e-6	66185	2	0.048594	0.012	0.167	0.037967	0.000889	0.281171
SH3BP5L	1.1e-6	62189	1	0.094277	0.015	0.431	0.07571	0.002812	0.88914
SH3D19	2.2e-6	66220.5	6	0.027265	0.012	0.059	0.021253	0.000889	0.088914
SH3GL1	1.19e-6	56832	4	0.020641	0.008	0.052	0.014033	0.000889	0.088914
SH3GL2	1.16e-6	66650	2	0.051243	0.013	0.177	0.042757	0.000889	0.281171
SH3GL3	1.2e-6	63862.5714	3	0.032052	0.01	0.092	0.023547	0.000889	0.088914
SH3GLB1	8.62e-7	42195	2	0.02663	0.007	0.09	0.019189	0.000889	0.088914
SH3GLB2	1.05e-6	63701.3333	2	0.045096	0.011	0.155	0.03223	0.000889	0.281171
SH3KBP1	1.7e-6	46541.8632	0	0.280277	0.028	1.	0.246148	0.008891	1.
SH3PXD2A	2.36e-6	54843.7143	12	0.011697	0.007	0.021	0.008952	0.000889	0.028117
SH3PXD2B	1.97e-6	57014.4	6	0.021268	0.01	0.046	0.014998	0.000889	0.088914
SH3RF1	1.75e-6	64900.8	1	0.138612	0.025	0.613	0.124696	0.008891	0.88914
SH3RF2	1.46e-6	65932.1053	26	0.00398	0.00264	0.00569	0.004333	0.000889	0.028117
SH3TC2	2.51e-6	66681.4783	22	0.008025	0.006	0.012	0.005794	0.000889	0.028117
SH3YL1	1.06e-6	58754.2222	23	0.003001	0.00192	0.00434	0.004245	0.000889	0.028117
SHANK1	4.99e-6	33852	1	0.186775	0.036	0.795	0.16926	0.028117	0.88914
SHARPIN	9.6e-7	65385	6	0.01233	0.006	0.027	0.009071	0.000889	0.028117
SHB	1.22e-6	12884	1	0.03225	0.004	0.144	0.023088	0.000889	0.281171
SHBG	9.77e-7	66637.75	11	0.006695	0.004	0.012	0.006003	0.000889	0.028117
SHC1	1.14e-6	66174.5	2	0.050143	0.013	0.173	0.03796	0.000889	0.281171
SHC2	1.54e-6	49020.5	8	0.010746	0.006	0.021	0.007897	0.000889	0.028117
SHC3	1.24e-6	66517.5	3	0.034292	0.011	0.098	0.024732	0.000889	0.088914
SHC4	1.7e-6	64610.3636	6	0.020821	0.01	0.045	0.014122	0.000889	0.088914
SHCBP1	1.54e-6	63182.7273	20	0.005257	0.004	0.008	0.00471	0.000889	0.028117
SHCBP1L	1.23e-6	55896.1333	32	0.002349	0.00161	0.0032	0.003947	0.000889	0.028117
SHD	7.62e-7	65733.25	2	0.035024	0.009	0.12	0.025652	0.000889	0.281171
SHE	1.37e-6	33703	0	0.218808	0.018	1.	0.185673	0.002812	1.
SHF	1.13e-6	65579.2	7	0.012179	0.006	0.025	0.008589	0.000889	0.028117
SHFM1	3.28e-7	66550	4	0.00771	0.003	0.019	0.007529	0.000889	0.028117
SHH	6.76e-7	40302.6506	0	0.173932	0.011	1.	0.131413	0.000889	1.
SHISA2	5.11e-7	48539.4688	0	0.167271	0.01	1.	0.116905	0.000889	1.
SHISA3	5.32e-7	31885	2	0.014455	0.004	0.046	0.011265	0.000889	0.088914
SHISA4	4.36e-7	66654	2	0.022087	0.005	0.074	0.014816	0.000889	0.088914
SHISA5	6.68e-7	55175.1111	10	0.004429	0.00223	0.00767	0.005306	0.000889	0.028117
SHKBP1	1.99e-6	64376.8	9	0.015654	0.008	0.03	0.010988	0.000889	0.028117
SHMT1	1.29e-6	66352	6	0.016452	0.008	0.036	0.011064	0.000889	0.088914
SHMT2	1.65e-6	66414.75	11	0.010923	0.006	0.02	0.008326	0.000889	0.028117
SHOC2	9.62e-7	66226.9688	0	0.253389	0.023	1.	0.216357	0.002812	1.
SHOX	6.91e-7	66736	2	0.032609	0.008	0.111	0.022643	0.000889	0.281171
SHOX2	1.06e-6	54478	2	0.039643	0.01	0.136	0.0306	0.000889	0.281171
SHPRH	5.03e-6	65405.2	9	0.039103	0.021	0.074	0.045622	0.008891	0.088914
SHQ1	1.6e-6	66131.2857	24	0.004725	0.00309	0.00687	0.004463	0.000889	0.028117
SHROOM1	1.37e-6	54520.8	5	0.017669	0.008	0.041	0.012108	0.000889	0.088914
SHROOM3	3.45e-6	65654.2222	7	0.03541	0.017	0.073	0.037975	0.008891	0.088914
SHROOM4	2.7e-6	30023	1	0.107288	0.018	0.486	0.096137	0.008891	0.88914
SI	5.23e-6	63846.9412	60	0.0057	0.00439	0.00728	0.004096	0.000889	0.008891
SIAE	1.24e-6	66645.2	3	0.034352	0.011	0.098	0.02479	0.000889	0.088914
SIAH1	7.42e-7	66433.4167	0	0.22535	0.019	1.	0.171281	0.002812	1.
SIAH2	3.64e-7	63252	1	0.041928	0.006	0.192	0.02986	0.000889	0.281171
SIAH3	2.8e-7	66001.3333	2	0.01542	0.004	0.05	0.012863	0.000889	0.088914
SIDT1	2.09e-6	64669.4783	59	0.0024	0.00183	0.00304	0.00375	0.000889	0.008891
SIDT2	2.49e-6	66413.3333	9	0.020015	0.011	0.038	0.013971	0.000889	0.088914
SIGIRR	1.13e-6	55848.3333	2	0.04285	0.011	0.147	0.031443	0.000889	0.281171
SIGLEC10	1.88e-6	64286.7692	17	0.007639	0.005	0.012	0.005874	0.000889	0.028117
SIGLEC11	1.6e-6	64733.2308	15	0.0075	0.005	0.013	0.005905	0.000889	0.028117
SIGLEC14	8.8e-7	60975.3333	0	0.234193	0.02	1.	0.19332	0.002812	1.
SIGLEC15	6.04e-7	55067.7143	1	0.054747	0.008	0.254	0.037039	0.000889	0.281171
SIGLEC6	9.29e-7	65877.6	6	0.012047	0.006	0.026	0.008567	0.000889	0.028117
SIGLEC7	1.06e-6	66352	14	0.005596	0.004	0.01	0.005354	0.000889	0.028117
SIGLEC8	1.18e-6	66323.7143	2	0.051798	0.013	0.178	0.042523	0.000889	0.281171
SIGLEC9	8.77e-7	66345.1429	12	0.005513	0.003	0.01	0.005488	0.000889	0.028117
SIGLECL1	4.96e-7	66484.4	46	0.00084	0.00059	0.00105	0.003831	0.000889	0.008891
SIGMAR1	4.77e-7	42404	2	0.016529	0.004	0.054	0.012932	0.000889	0.088914
SIK1	1.63e-6	59468	1	0.122919	0.021	0.551	0.105093	0.008891	0.88914
SIK2	2.48e-6	66428	1	0.183319	0.035	0.782	0.164648	0.028117	0.88914
SIK3	2.65e-6	64481	2	0.103459	0.027	0.353	0.099441	0.008891	0.88914
SIKE1	5.29e-7	64808	3	0.015642	0.005	0.044	0.010964	0.000889	0.088914
SIL1	9.43e-7	66230.4	9	0.007956	0.004	0.015	0.006558	0.000889	0.028117
SIM1	1.92e-6	66689	2	0.080151	0.021	0.275	0.073397	0.008891	0.281171
SIM2	1.58e-6	62854	3	0.040704	0.013	0.117	0.034638	0.002812	0.281171
SIMC1	1.21e-6	66376.8571	9	0.010052	0.006	0.019	0.007601	0.000889	0.028117
SIN3A	3.38e-6	66432.6186	0	0.462557	0.071	1.	0.418419	0.028117	1.
SIN3B	2.51e-6	66224	42	0.004131	0.00301	0.0055	0.003993	0.000889	0.008891
SIPA1	1.92e-6	66498.6667	4	0.037388	0.014	0.095	0.032213	0.002812	0.088914
SIPA1L1	4.13e-6	66242.6667	3	0.104521	0.035	0.299	0.103468	0.028117	0.281171
SIPA1L2	4.19e-6	66484.5	3	0.106286	0.035	0.304	0.103882	0.028117	0.281171
SIPA1L3	3.49e-6	64628	8	0.030618	0.016	0.06	0.029256	0.002812	0.088914
SIRPA	1.04e-6	66665.3333	1	0.095245	0.016	0.436	0.072875	0.002812	0.88914
SIRPB1	6.88e-7	66387.6667	12	0.004426	0.00238	0.00736	0.005207	0.000889	0.028117
SIRPB2	5.32e-7	62621.3333	2	0.024736	0.006	0.083	0.016333	0.000889	0.088914
SIRPD	3.41e-7	65932.8571	2	0.017956	0.004	0.059	0.012857	0.000889	0.088914
SIRT1	1.57e-6	66626	0	0.319815	0.036	1.	0.285125	0.028117	1.
SIRT2	1.28e-6	62879.4545	3	0.033528	0.011	0.096	0.025777	0.000889	0.088914
SIRT3	7.09e-7	51683	7	0.006436	0.003	0.013	0.006262	0.000889	0.028117
SIRT4	4.64e-7	66663.5556	2	0.023255	0.006	0.078	0.017051	0.000889	0.088914
SIRT5	1.21e-6	66035.4	49	0.001756	0.00129	0.00225	0.003788	0.000889	0.008891
SIRT7	9.24e-7	59737	1	0.08008	0.013	0.37	0.058977	0.000889	0.281171
SIT1	4.29e-7	66468	6	0.006129	0.003	0.013	0.006472	0.000889	0.028117
SIVA1	6.15e-7	66643	0	0.207477	0.016	1.	0.154452	0.002812	1.
SIX1	6.37e-7	62765.1176	0	0.205211	0.016	1.	0.149579	0.002812	1.
SIX2	4.91e-7	62401.3226	0	0.182792	0.012	1.	0.132009	0.000889	1.
SIX4	1.06e-6	64452	1	0.094183	0.015	0.431	0.078172	0.002812	0.88914
SIX6	7.7e-7	62964	0	0.223667	0.018	1.	0.182022	0.002812	1.
SKA1	8.29e-7	66365.7778	28	0.002191	0.00145	0.00303	0.00417	0.000889	0.028117
SKA2	3.59e-7	66502	2	0.018833	0.005	0.062	0.014796	0.000889	0.088914
SKAP1	1.35e-6	65352.8889	7	0.01434	0.007	0.029	0.010131	0.000889	0.028117
SKAP2	1.07e-6	65886	0	0.265568	0.026	1.	0.228849	0.008891	1.
SKI	1.24e-6	41749.8995	0	0.230409	0.019	1.	0.189327	0.002812	1.
SKIL	1.43e-6	66726	1	0.121457	0.021	0.545	0.102199	0.002812	0.88914
SKIV2L	3.46e-6	63832.1875	35	0.006552	0.005	0.01	0.004655	0.000889	0.028117
SKIV2L2	2.99e-6	66195.3333	9	0.023821	0.013	0.045	0.017627	0.002812	0.088914
SKP1	4.46e-7	66405	1	0.050271	0.007	0.233	0.030789	0.000889	0.281171
SKP2	1.35e-6	66500	0	0.297448	0.032	1.	0.264538	0.008891	1.
SLA	9.29e-7	66684	4	0.019044	0.007	0.048	0.012346	0.000889	0.088914
SLA2	5.33e-7	66587	1	0.057443	0.009	0.267	0.036591	0.000889	0.281171
SLAIN1	1.32e-6	66476	1	0.11396	0.019	0.514	0.095071	0.002812	0.88914
SLAIN2	1.31e-6	66093	1	0.112805	0.019	0.509	0.094606	0.002812	0.88914
SLAMF1	6.26e-7	60328	3	0.017004	0.006	0.048	0.011637	0.000889	0.088914
SLAMF6	8.46e-7	66509	1	0.081255	0.013	0.375	0.057394	0.000889	0.281171
SLAMF7	6.42e-7	66568.8	3	0.018945	0.006	0.053	0.012398	0.000889	0.088914
SLAMF8	8.88e-7	66366.3636	28	0.002334	0.00155	0.00324	0.004117	0.000889	0.028117
SLAMF9	7.91e-7	65840.8	6	0.010397	0.005	0.022	0.008063	0.000889	0.028117
SLBP	9.84e-7	66704	0	0.256904	0.024	1.	0.217192	0.008891	1.
SLC10A1	4.13e-7	64563.5294	18	0.001823	0.00106	0.00265	0.004414	0.000889	0.028117
SLC10A2	6.37e-7	66197.4286	38	0.001264	0.00087	0.00164	0.003914	0.000889	0.008891
SLC10A3	3.48e-7	46010.0676	0	0.140688	0.007	0.972	0.087999	0.000889	1.
SLC10A4	4.69e-7	65629	6	0.00654	0.003	0.014	0.006775	0.000889	0.028117
SLC10A5	4.e-7	66499.3333	2	0.020547	0.005	0.068	0.014796	0.000889	0.088914
SLC10A6	6.22e-7	64931.1111	4	0.012966	0.005	0.032	0.009382	0.000889	0.028117
SLC10A7	8.58e-7	65312.4	4	0.017381	0.007	0.044	0.012145	0.000889	0.088914
SLC11A1	1.54e-6	61122.5263	11	0.009454	0.006	0.017	0.007086	0.000889	0.028117
SLC11A2	1.56e-6	66475.3333	8	0.014492	0.008	0.029	0.010238	0.000889	0.028117
SLC12A1	2.74e-6	60058.8	13	0.013567	0.008	0.023	0.010198	0.000889	0.028117
SLC12A2	3.02e-6	64228	10	0.020915	0.012	0.039	0.014742	0.000889	0.088914
SLC12A3	2.66e-6	63392.1379	42	0.004189	0.00305	0.00558	0.00397	0.000889	0.008891
SLC12A4	2.89e-6	61824.1111	14	0.013608	0.008	0.023	0.010579	0.000889	0.028117
SLC12A5	2.8e-6	66212	1	0.200149	0.039	0.843	0.179148	0.028117	0.88914
SLC12A6	3.63e-6	66548.2857	5	0.053965	0.023	0.126	0.053259	0.008891	0.281171
SLC12A7	2.64e-6	62403.7273	17	0.010295	0.007	0.017	0.007566	0.000889	0.028117
SLC12A8	1.62e-6	64602.8421	47	0.002363	0.00174	0.00307	0.003794	0.000889	0.008891
SLC12A9	1.64e-6	65920.4	10	0.011914	0.007	0.022	0.008528	0.000889	0.028117
SLC13A2	1.46e-6	65963	19	0.005487	0.004	0.009	0.004923	0.000889	0.028117
SLC13A3	1.44e-6	65982	6	0.018151	0.008	0.039	0.011748	0.000889	0.088914
SLC13A4	1.53e-6	66284	2	0.065171	0.017	0.225	0.056192	0.002812	0.281171
SLC13A5	1.16e-6	63285.2	6	0.014253	0.007	0.031	0.010043	0.000889	0.028117
SLC14A1	8.48e-7	66712.7273	4	0.017532	0.007	0.044	0.011265	0.000889	0.088914
SLC14A2	2.04e-6	65888.2609	16	0.009004	0.006	0.015	0.006604	0.000889	0.028117
SLC15A1	2.18e-6	64547.7647	13	0.011664	0.007	0.02	0.008813	0.000889	0.028117
SLC15A2	2.2e-6	66399.0526	23	0.006723	0.005	0.01	0.005092	0.000889	0.028117
SLC15A3	1.13e-6	64183.8	11	0.007401	0.004	0.013	0.006154	0.000889	0.028117
SLC15A4	1.26e-6	61359.6364	11	0.007856	0.005	0.014	0.006506	0.000889	0.028117
SLC16A1	1.12e-6	62018	0	0.263742	0.025	1.	0.221638	0.008891	1.
SLC16A10	8.77e-7	66693.3333	2	0.040089	0.01	0.138	0.029797	0.000889	0.281171
SLC16A12	7.94e-7	66647.6667	3	0.022904	0.007	0.065	0.01551	0.000889	0.088914
SLC16A13	8.25e-7	66482.4	6	0.010898	0.005	0.023	0.008102	0.000889	0.028117
SLC16A14	8.3e-7	66060	2	0.037889	0.009	0.13	0.025778	0.000889	0.281171
SLC16A2	9.08e-7	31073.1538	0	0.176509	0.012	1.	0.134652	0.000889	1.
SLC16A3	6.21e-7	65536	0	0.206831	0.016	1.	0.15307	0.002812	1.
SLC16A4	9.52e-7	66515.6	5	0.015167	0.007	0.035	0.010687	0.000889	0.088914
SLC16A5	7.94e-7	57853.4286	14	0.00379	0.00213	0.00605	0.004798	0.000889	0.028117
SLC16A6	7.99e-7	66008.6667	1	0.077362	0.012	0.358	0.057008	0.000889	0.281171
SLC16A7	8.49e-7	66061	3	0.024132	0.008	0.068	0.01539	0.000889	0.088914
SLC16A9	8.45e-7	66123	1	0.080824	0.013	0.373	0.057096	0.000889	0.281171
SLC17A1	1.2e-6	65836.5333	24	0.003584	0.00233	0.00518	0.004359	0.000889	0.028117
SLC17A2	1.21e-6	66575.4286	5	0.018957	0.008	0.044	0.012484	0.000889	0.088914
SLC17A3	1.43e-6	65089.0476	26	0.003855	0.00256	0.00551	0.004265	0.000889	0.028117
SLC17A5	1.24e-6	62749.6667	14	0.006149	0.004	0.011	0.00533	0.000889	0.028117
SLC17A6	1.28e-6	66683	1	0.111586	0.019	0.504	0.095322	0.002812	0.88914
SLC17A7	1.09e-6	59010.2385	0	0.254509	0.024	1.	0.21586	0.008891	1.
SLC17A8	1.28e-6	66516	6	0.01637	0.008	0.035	0.011086	0.000889	0.088914
SLC17A9	1.16e-6	62461.7333	27	0.002932	0.00194	0.00413	0.004185	0.000889	0.028117
SLC18A1	1.22e-6	61928.7059	16	0.005211	0.004	0.009	0.004922	0.000889	0.028117
SLC18A2	1.21e-6	66697	2	0.053225	0.013	0.183	0.042791	0.000889	0.281171
SLC18A3	5.11e-7	63225	4	0.010681	0.004	0.026	0.008557	0.000889	0.028117
SLC18B1	1.21e-6	66103.6	15	0.005875	0.004	0.01	0.005243	0.000889	0.028117
SLC19A1	1.03e-6	51861.3333	0	0.233713	0.02	1.	0.189588	0.002812	1.
SLC19A2	1.02e-6	66698.8	7	0.011249	0.006	0.023	0.008209	0.000889	0.028117
SLC19A3	7.76e-7	66406.3333	2	0.035898	0.009	0.123	0.025912	0.000889	0.281171
SLC1A1	1.26e-6	65915	5	0.019506	0.008	0.045	0.013389	0.000889	0.088914
SLC1A2	1.06e-6	66726	1	0.096704	0.016	0.442	0.080624	0.002812	0.88914
SLC1A3	1.27e-6	61138.6667	2	0.051438	0.013	0.177	0.043065	0.000889	0.281171
SLC1A4	7.98e-7	66673	2	0.036909	0.009	0.126	0.026016	0.000889	0.281171
SLC1A5	8.57e-7	65746	5	0.01363	0.006	0.031	0.009851	0.000889	0.028117
SLC1A6	8.53e-7	65604	0	0.238725	0.021	1.	0.201178	0.002812	1.
SLC1A7	8.75e-7	63494.5	4	0.017246	0.007	0.043	0.011882	0.000889	0.088914
SLC20A1	1.53e-6	66200.5	3	0.041454	0.013	0.119	0.033724	0.000889	0.281171
SLC20A2	1.42e-6	65952	2	0.060726	0.015	0.209	0.051369	0.002812	0.281171
SLC22A1	1.15e-6	55608.7059	42	0.001667	0.00119	0.00217	0.003781	0.000889	0.008891
SLC22A12	1.31e-6	54983.2727	3	0.030283	0.01	0.086	0.021906	0.000889	0.088914
SLC22A13	1.06e-6	62773.1111	17	0.004349	0.0026	0.00672	0.004744	0.000889	0.028117
SLC22A15	1.37e-6	60562.2	12	0.007665	0.005	0.014	0.006273	0.000889	0.028117
SLC22A16	1.2e-6	63959.3077	53	0.001562	0.00116	0.00198	0.003725	0.000889	0.008891
SLC22A17	1.38e-6	65594	1	0.116687	0.02	0.525	0.10076	0.002812	0.88914
SLC22A18	8.13e-7	62775.3333	7	0.008644	0.004	0.018	0.007135	0.000889	0.028117
SLC22A2	1.14e-6	66456.8571	8	0.010782	0.006	0.021	0.007873	0.000889	0.028117
SLC22A23	1.73e-6	30336.6667	2	0.036473	0.009	0.125	0.027365	0.000889	0.281171
SLC22A3	1.3e-6	59871.3333	7	0.01275	0.006	0.026	0.009059	0.000889	0.028117
SLC22A4	1.23e-6	60712	8	0.010638	0.006	0.021	0.007846	0.000889	0.028117
SLC22A5	1.35e-6	66468.9333	9	0.011156	0.006	0.021	0.008437	0.000889	0.028117
SLC22A6	1.3e-6	54554.5	1	0.096903	0.016	0.443	0.080085	0.002812	0.88914
SLC22A7	1.5e-6	62447	12	0.008594	0.005	0.015	0.006681	0.000889	0.028117
SLC22A8	9.53e-7	61653	5	0.014161	0.006	0.032	0.010146	0.000889	0.028117
SLC22A9	1.07e-6	65654.6316	20	0.003871	0.00241	0.00578	0.004527	0.000889	0.028117
SLC23A1	1.34e-6	54048.8	2	0.048371	0.012	0.167	0.037457	0.000889	0.281171
SLC23A2	1.54e-6	66160	2	0.06544	0.017	0.225	0.056081	0.002812	0.281171
SLC23A3	1.67e-6	66176.75	8	0.015396	0.008	0.03	0.010729	0.000889	0.028117
SLC24A1	1.87e-6	59371.1111	14	0.008606	0.005	0.015	0.006627	0.000889	0.028117
SLC24A2	1.36e-6	59302.3333	1	0.106873	0.018	0.485	0.092569	0.002812	0.88914
SLC24A3	1.63e-6	63475.3333	2	0.066339	0.017	0.229	0.057973	0.002812	0.281171
SLC24A4	2.04e-6	62018.9231	7	0.020192	0.01	0.042	0.013521	0.000889	0.088914
SLC24A5	9.1e-7	66398.6667	39	0.001706	0.0012	0.00224	0.003899	0.000889	0.008891
SLC25A1	8.93e-7	66220	1	0.084383	0.013	0.389	0.064745	0.000889	0.88914
SLC25A10	1.07e-6	65746.6667	6	0.0137	0.006	0.03	0.009671	0.000889	0.028117
SLC25A11	7.9e-7	64372	2	0.035488	0.009	0.121	0.025129	0.000889	0.281171
SLC25A12	1.9e-6	66529.6	2	0.079242	0.02	0.272	0.073234	0.008891	0.281171
SLC25A13	2.21e-6	61490.6154	29	0.004951	0.00338	0.00699	0.004322	0.000889	0.028117
SLC25A14	1.03e-6	43196.4	0	0.215202	0.017	1.	0.171666	0.002812	1.
SLC25A15	6.95e-7	66676.5	1	0.070149	0.011	0.325	0.05008	0.000889	0.281171
SLC25A16	1.1e-6	64773.75	9	0.008988	0.005	0.017	0.007135	0.000889	0.028117
SLC25A17	9.26e-7	58166	1	0.078605	0.012	0.363	0.057575	0.000889	0.281171
SLC25A18	7.72e-7	58966.8	1	0.069213	0.011	0.321	0.05157	0.000889	0.281171
SLC25A19	5.22e-7	65928.4815	0	0.192168	0.014	1.	0.135728	0.000889	1.
SLC25A2	5.29e-7	66682	0	0.19424	0.014	1.	0.136516	0.000889	1.
SLC25A20	1.06e-6	61765	8	0.009414	0.005	0.018	0.007545	0.000889	0.028117
SLC25A21	9.43e-7	66462.4	24	0.00289	0.00186	0.00414	0.004268	0.000889	0.028117
SLC25A22	8.47e-7	45978	0	0.202843	0.015	1.	0.153438	0.002812	1.
SLC25A23	1.26e-6	59832.4	8	0.010732	0.006	0.021	0.00819	0.000889	0.028117
SLC25A24	1.38e-6	64983.0667	29	0.00333	0.00225	0.00466	0.004144	0.000889	0.028117
